,state_id,state_name,area_type,age_group,education_level,male,female,total
14745,25,State - DAMAN & DIU,Rural,18,Preprimary,44,27,71
14746,25,State - DAMAN & DIU,Rural,19,Preprimary,33,17,50
14747,25,State - DAMAN & DIU,Rural,20-24,Preprimary,197,141,338
14748,25,State - DAMAN & DIU,Rural,25-29,Preprimary,213,195,408
14749,25,State - DAMAN & DIU,Rural,30-34,Preprimary,214,194,408
14750,25,State - DAMAN & DIU,Rural,35-39,Preprimary,280,249,529
14751,25,State - DAMAN & DIU,Rural,40-44,Preprimary,298,250,548
14752,25,State - DAMAN & DIU,Rural,45-49,Preprimary,273,161,434
14753,25,State - DAMAN & DIU,Rural,50-54,Preprimary,218,139,357
14754,25,State - DAMAN & DIU,Rural,55-59,Preprimary,159,85,244
14755,25,State - DAMAN & DIU,Rural,60-64,Preprimary,134,68,202
14756,25,State - DAMAN & DIU,Rural,65-69,Preprimary,103,48,151
14757,25,State - DAMAN & DIU,Rural,70-74,Preprimary,53,31,84
14758,25,State - DAMAN & DIU,Rural,75-79,Preprimary,27,11,38
14759,25,State - DAMAN & DIU,Rural,80+,Preprimary,23,13,36
14760,25,State - DAMAN & DIU,Rural,Age not stated,Preprimary,2,2,4
14761,25,State - DAMAN & DIU,Urban,All ages,Preprimary,10925,7732,18657
14762,25,State - DAMAN & DIU,Urban,0-6,Preprimary,0,0,0
14763,25,State - DAMAN & DIU,Urban,7,Preprimary,1101,967,2068
14764,25,State - DAMAN & DIU,Urban,8,Preprimary,1187,1022,2209
14765,25,State - DAMAN & DIU,Urban,9,Preprimary,1019,827,1846
14766,25,State - DAMAN & DIU,Urban,10,Preprimary,825,663,1488
14767,25,State - DAMAN & DIU,Urban,11,Preprimary,332,205,537
14768,25,State - DAMAN & DIU,Urban,12,Preprimary,172,110,282
14769,25,State - DAMAN & DIU,Urban,13,Preprimary,75,59,134
14770,25,State - DAMAN & DIU,Urban,14,Preprimary,63,42,105
14771,25,State - DAMAN & DIU,Urban,15,Preprimary,73,28,101
14772,25,State - DAMAN & DIU,Urban,16,Preprimary,114,36,150
14773,25,State - DAMAN & DIU,Urban,17,Preprimary,166,21,187
14774,25,State - DAMAN & DIU,Urban,18,Preprimary,344,53,397
14775,25,State - DAMAN & DIU,Urban,19,Preprimary,249,45,294
14776,25,State - DAMAN & DIU,Urban,20-24,Preprimary,1304,366,1670
14777,25,State - DAMAN & DIU,Urban,25-29,Preprimary,912,440,1352
14778,25,State - DAMAN & DIU,Urban,30-34,Preprimary,627,366,993
14779,25,State - DAMAN & DIU,Urban,35-39,Preprimary,528,357,885
14780,25,State - DAMAN & DIU,Urban,40-44,Preprimary,412,337,749
14781,25,State - DAMAN & DIU,Urban,45-49,Preprimary,299,317,616
14782,25,State - DAMAN & DIU,Urban,50-54,Preprimary,238,293,531
14783,25,State - DAMAN & DIU,Urban,55-59,Preprimary,225,348,573
14784,25,State - DAMAN & DIU,Urban,60-64,Preprimary,202,280,482
14785,25,State - DAMAN & DIU,Urban,65-69,Preprimary,156,215,371
14786,25,State - DAMAN & DIU,Urban,70-74,Preprimary,129,174,303
14787,25,State - DAMAN & DIU,Urban,75-79,Preprimary,101,91,192
14788,25,State - DAMAN & DIU,Urban,80+,Preprimary,59,64,123
14789,25,State - DAMAN & DIU,Urban,Age not stated,Preprimary,13,6,19
14790,26,State - DADRA & NAGAR HAVELI,Total,All ages,Preprimary,24482,19227,43709
14791,26,State - DADRA & NAGAR HAVELI,Total,0-6,Preprimary,0,0,0
14792,26,State - DADRA & NAGAR HAVELI,Total,7,Preprimary,3262,2875,6137
14793,26,State - DADRA & NAGAR HAVELI,Total,8,Preprimary,3619,3253,6872
14794,26,State - DADRA & NAGAR HAVELI,Total,9,Preprimary,3083,2744,5827
14795,26,State - DADRA & NAGAR HAVELI,Total,10,Preprimary,2349,2059,4408
14796,26,State - DADRA & NAGAR HAVELI,Total,11,Preprimary,1093,935,2028
14797,26,State - DADRA & NAGAR HAVELI,Total,12,Preprimary,430,499,929
14798,26,State - DADRA & NAGAR HAVELI,Total,13,Preprimary,259,284,543
14799,26,State - DADRA & NAGAR HAVELI,Total,14,Preprimary,158,254,412
14800,26,State - DADRA & NAGAR HAVELI,Total,15,Preprimary,154,243,397
14801,26,State - DADRA & NAGAR HAVELI,Total,16,Preprimary,182,272,454
14802,26,State - DADRA & NAGAR HAVELI,Total,17,Preprimary,198,208,406
14803,26,State - DADRA & NAGAR HAVELI,Total,18,Preprimary,309,245,554
14804,26,State - DADRA & NAGAR HAVELI,Total,19,Preprimary,288,214,502
14805,26,State - DADRA & NAGAR HAVELI,Total,20-24,Preprimary,1631,1180,2811
14806,26,State - DADRA & NAGAR HAVELI,Total,25-29,Preprimary,1509,990,2499
14807,26,State - DADRA & NAGAR HAVELI,Total,30-34,Preprimary,1178,759,1937
14808,26,State - DADRA & NAGAR HAVELI,Total,35-39,Preprimary,1169,640,1809
14809,26,State - DADRA & NAGAR HAVELI,Total,40-44,Preprimary,994,447,1441
14810,26,State - DADRA & NAGAR HAVELI,Total,45-49,Preprimary,877,375,1252
14811,26,State - DADRA & NAGAR HAVELI,Total,50-54,Preprimary,612,228,840
14812,26,State - DADRA & NAGAR HAVELI,Total,55-59,Preprimary,378,156,534
14813,26,State - DADRA & NAGAR HAVELI,Total,60-64,Preprimary,342,134,476
14814,26,State - DADRA & NAGAR HAVELI,Total,65-69,Preprimary,178,85,263
14815,26,State - DADRA & NAGAR HAVELI,Total,70-74,Preprimary,115,52,167
14816,26,State - DADRA & NAGAR HAVELI,Total,75-79,Preprimary,37,39,76
14817,26,State - DADRA & NAGAR HAVELI,Total,80+,Preprimary,51,43,94
14818,26,State - DADRA & NAGAR HAVELI,Total,Age not stated,Preprimary,27,14,41
14819,26,State - DADRA & NAGAR HAVELI,Rural,All ages,Preprimary,15424,11950,27374
14820,26,State - DADRA & NAGAR HAVELI,Rural,0-6,Preprimary,0,0,0
14821,26,State - DADRA & NAGAR HAVELI,Rural,7,Preprimary,1851,1696,3547
14822,26,State - DADRA & NAGAR HAVELI,Rural,8,Preprimary,2206,2029,4235
14823,26,State - DADRA & NAGAR HAVELI,Rural,9,Preprimary,1797,1764,3561
14824,26,State - DADRA & NAGAR HAVELI,Rural,10,Preprimary,1477,1312,2789
14825,26,State - DADRA & NAGAR HAVELI,Rural,11,Preprimary,706,679,1385
14826,26,State - DADRA & NAGAR HAVELI,Rural,12,Preprimary,307,398,705
14827,26,State - DADRA & NAGAR HAVELI,Rural,13,Preprimary,193,237,430
14828,26,State - DADRA & NAGAR HAVELI,Rural,14,Preprimary,127,218,345
14829,26,State - DADRA & NAGAR HAVELI,Rural,15,Preprimary,118,217,335
14830,26,State - DADRA & NAGAR HAVELI,Rural,16,Preprimary,135,234,369
14831,26,State - DADRA & NAGAR HAVELI,Rural,17,Preprimary,156,182,338
14832,26,State - DADRA & NAGAR HAVELI,Rural,18,Preprimary,170,204,374
14833,26,State - DADRA & NAGAR HAVELI,Rural,19,Preprimary,167,176,343
14834,26,State - DADRA & NAGAR HAVELI,Rural,20-24,Preprimary,1078,841,1919
14835,26,State - DADRA & NAGAR HAVELI,Rural,25-29,Preprimary,1040,562,1602
14836,26,State - DADRA & NAGAR HAVELI,Rural,30-34,Preprimary,837,377,1214
14837,26,State - DADRA & NAGAR HAVELI,Rural,35-39,Preprimary,808,284,1092
14838,26,State - DADRA & NAGAR HAVELI,Rural,40-44,Preprimary,663,195,858
14839,26,State - DADRA & NAGAR HAVELI,Rural,45-49,Preprimary,582,151,733
14840,26,State - DADRA & NAGAR HAVELI,Rural,50-54,Preprimary,399,73,472
14841,26,State - DADRA & NAGAR HAVELI,Rural,55-59,Preprimary,240,53,293
14842,26,State - DADRA & NAGAR HAVELI,Rural,60-64,Preprimary,188,28,216
14843,26,State - DADRA & NAGAR HAVELI,Rural,65-69,Preprimary,94,21,115
14844,26,State - DADRA & NAGAR HAVELI,Rural,70-74,Preprimary,46,1,47
14845,26,State - DADRA & NAGAR HAVELI,Rural,75-79,Preprimary,8,5,13
14846,26,State - DADRA & NAGAR HAVELI,Rural,80+,Preprimary,9,6,15
14847,26,State - DADRA & NAGAR HAVELI,Rural,Age not stated,Preprimary,22,7,29
14848,26,State - DADRA & NAGAR HAVELI,Urban,All ages,Preprimary,9058,7277,16335
14849,26,State - DADRA & NAGAR HAVELI,Urban,0-6,Preprimary,0,0,0
14850,26,State - DADRA & NAGAR HAVELI,Urban,7,Preprimary,1411,1179,2590
14851,26,State - DADRA & NAGAR HAVELI,Urban,8,Preprimary,1413,1224,2637
14852,26,State - DADRA & NAGAR HAVELI,Urban,9,Preprimary,1286,980,2266
14853,26,State - DADRA & NAGAR HAVELI,Urban,10,Preprimary,872,747,1619
14854,26,State - DADRA & NAGAR HAVELI,Urban,11,Preprimary,387,256,643
14855,26,State - DADRA & NAGAR HAVELI,Urban,12,Preprimary,123,101,224
14856,26,State - DADRA & NAGAR HAVELI,Urban,13,Preprimary,66,47,113
14857,26,State - DADRA & NAGAR HAVELI,Urban,14,Preprimary,31,36,67
14858,26,State - DADRA & NAGAR HAVELI,Urban,15,Preprimary,36,26,62
14859,26,State - DADRA & NAGAR HAVELI,Urban,16,Preprimary,47,38,85
14860,26,State - DADRA & NAGAR HAVELI,Urban,17,Preprimary,42,26,68
14861,26,State - DADRA & NAGAR HAVELI,Urban,18,Preprimary,139,41,180
14862,26,State - DADRA & NAGAR HAVELI,Urban,19,Preprimary,121,38,159
14863,26,State - DADRA & NAGAR HAVELI,Urban,20-24,Preprimary,553,339,892
14864,26,State - DADRA & NAGAR HAVELI,Urban,25-29,Preprimary,469,428,897
14865,26,State - DADRA & NAGAR HAVELI,Urban,30-34,Preprimary,341,382,723
14866,26,State - DADRA & NAGAR HAVELI,Urban,35-39,Preprimary,361,356,717
14867,26,State - DADRA & NAGAR HAVELI,Urban,40-44,Preprimary,331,252,583
14868,26,State - DADRA & NAGAR HAVELI,Urban,45-49,Preprimary,295,224,519
14869,26,State - DADRA & NAGAR HAVELI,Urban,50-54,Preprimary,213,155,368
14870,26,State - DADRA & NAGAR HAVELI,Urban,55-59,Preprimary,138,103,241
14871,26,State - DADRA & NAGAR HAVELI,Urban,60-64,Preprimary,154,106,260
14872,26,State - DADRA & NAGAR HAVELI,Urban,65-69,Preprimary,84,64,148
14873,26,State - DADRA & NAGAR HAVELI,Urban,70-74,Preprimary,69,51,120
14874,26,State - DADRA & NAGAR HAVELI,Urban,75-79,Preprimary,29,34,63
14875,26,State - DADRA & NAGAR HAVELI,Urban,80+,Preprimary,42,37,79
14876,26,State - DADRA & NAGAR HAVELI,Urban,Age not stated,Preprimary,5,7,12
14877,27,State - MAHARASHTRA,Total,All ages,Preprimary,8069806,7266014,15335820
14878,27,State - MAHARASHTRA,Total,0-6,Preprimary,0,0,0
14879,27,State - MAHARASHTRA,Total,7,Preprimary,768535,697488,1466023
14880,27,State - MAHARASHTRA,Total,8,Preprimary,916840,819316,1736156
14881,27,State - MAHARASHTRA,Total,9,Preprimary,906863,800669,1707532
14882,27,State - MAHARASHTRA,Total,10,Preprimary,845852,731151,1577003
14883,27,State - MAHARASHTRA,Total,11,Preprimary,361300,303902,665202
14884,27,State - MAHARASHTRA,Total,12,Preprimary,135360,111197,246557
14885,27,State - MAHARASHTRA,Total,13,Preprimary,62856,53467,116323
14886,27,State - MAHARASHTRA,Total,14,Preprimary,46557,41074,87631
14887,27,State - MAHARASHTRA,Total,15,Preprimary,48058,39883,87941
14888,27,State - MAHARASHTRA,Total,16,Preprimary,46207,38358,84565
14889,27,State - MAHARASHTRA,Total,17,Preprimary,41729,32278,74007
14890,27,State - MAHARASHTRA,Total,18,Preprimary,58569,46553,105122
14891,27,State - MAHARASHTRA,Total,19,Preprimary,42572,39780,82352
14892,27,State - MAHARASHTRA,Total,20-24,Preprimary,263800,266094,529894
14893,27,State - MAHARASHTRA,Total,25-29,Preprimary,286874,317953,604827
14894,27,State - MAHARASHTRA,Total,30-34,Preprimary,312670,376901,689571
14895,27,State - MAHARASHTRA,Total,35-39,Preprimary,372439,441970,814409
14896,27,State - MAHARASHTRA,Total,40-44,Preprimary,437511,438602,876113
14897,27,State - MAHARASHTRA,Total,45-49,Preprimary,440057,396600,836657
14898,27,State - MAHARASHTRA,Total,50-54,Preprimary,376472,319481,695953
14899,27,State - MAHARASHTRA,Total,55-59,Preprimary,281144,251876,533020
14900,27,State - MAHARASHTRA,Total,60-64,Preprimary,278147,243832,521979
14901,27,State - MAHARASHTRA,Total,65-69,Preprimary,284818,201885,486703
14902,27,State - MAHARASHTRA,Total,70-74,Preprimary,215923,115983,331906
14903,27,State - MAHARASHTRA,Total,75-79,Preprimary,109967,59246,169213
14904,27,State - MAHARASHTRA,Total,80+,Preprimary,103918,57903,161821
14905,27,State - MAHARASHTRA,Total,Age not stated,Preprimary,24768,22572,47340
14906,27,State - MAHARASHTRA,Rural,All ages,Preprimary,5299069,4612785,9911854
14907,27,State - MAHARASHTRA,Rural,0-6,Preprimary,0,0,0
14908,27,State - MAHARASHTRA,Rural,7,Preprimary,420199,382168,802367
14909,27,State - MAHARASHTRA,Rural,8,Preprimary,528189,473854,1002043
14910,27,State - MAHARASHTRA,Rural,9,Preprimary,541992,482425,1024417
14911,27,State - MAHARASHTRA,Rural,10,Preprimary,527904,464313,992217
14912,27,State - MAHARASHTRA,Rural,11,Preprimary,241682,209358,451040
14913,27,State - MAHARASHTRA,Rural,12,Preprimary,86360,75573,161933
14914,27,State - MAHARASHTRA,Rural,13,Preprimary,39493,36491,75984
14915,27,State - MAHARASHTRA,Rural,14,Preprimary,30446,29357,59803
14916,27,State - MAHARASHTRA,Rural,15,Preprimary,32513,29449,61962
14917,27,State - MAHARASHTRA,Rural,16,Preprimary,31378,28328,59706
14918,27,State - MAHARASHTRA,Rural,17,Preprimary,27200,23045,50245
14919,27,State - MAHARASHTRA,Rural,18,Preprimary,37338,33723,71061
14920,27,State - MAHARASHTRA,Rural,19,Preprimary,25931,28578,54509
14921,27,State - MAHARASHTRA,Rural,20-24,Preprimary,166255,190816,357071
14922,27,State - MAHARASHTRA,Rural,25-29,Preprimary,188562,222376,410938
14923,27,State - MAHARASHTRA,Rural,30-34,Preprimary,214996,267136,482132
14924,27,State - MAHARASHTRA,Rural,35-39,Preprimary,263918,307561,571479
14925,27,State - MAHARASHTRA,Rural,40-44,Preprimary,318559,300106,618665
14926,27,State - MAHARASHTRA,Rural,45-49,Preprimary,323195,261151,584346
14927,27,State - MAHARASHTRA,Rural,50-54,Preprimary,277450,206582,484032
14928,27,State - MAHARASHTRA,Rural,55-59,Preprimary,209313,159497,368810
14929,27,State - MAHARASHTRA,Rural,60-64,Preprimary,207181,150975,358156
14930,27,State - MAHARASHTRA,Rural,65-69,Preprimary,222018,122353,344371
14931,27,State - MAHARASHTRA,Rural,70-74,Preprimary,166119,62818,228937
14932,27,State - MAHARASHTRA,Rural,75-79,Preprimary,81424,26922,108346
14933,27,State - MAHARASHTRA,Rural,80+,Preprimary,73903,24101,98004
14934,27,State - MAHARASHTRA,Rural,Age not stated,Preprimary,15551,13729,29280
14935,27,State - MAHARASHTRA,Urban,All ages,Preprimary,2770737,2653229,5423966
14936,27,State - MAHARASHTRA,Urban,0-6,Preprimary,0,0,0
14937,27,State - MAHARASHTRA,Urban,7,Preprimary,348336,315320,663656
14938,27,State - MAHARASHTRA,Urban,8,Preprimary,388651,345462,734113
14939,27,State - MAHARASHTRA,Urban,9,Preprimary,364871,318244,683115
14940,27,State - MAHARASHTRA,Urban,10,Preprimary,317948,266838,584786
14941,27,State - MAHARASHTRA,Urban,11,Preprimary,119618,94544,214162
14942,27,State - MAHARASHTRA,Urban,12,Preprimary,49000,35624,84624
14943,27,State - MAHARASHTRA,Urban,13,Preprimary,23363,16976,40339
14944,27,State - MAHARASHTRA,Urban,14,Preprimary,16111,11717,27828
14945,27,State - MAHARASHTRA,Urban,15,Preprimary,15545,10434,25979
14946,27,State - MAHARASHTRA,Urban,16,Preprimary,14829,10030,24859
14947,27,State - MAHARASHTRA,Urban,17,Preprimary,14529,9233,23762
14948,27,State - MAHARASHTRA,Urban,18,Preprimary,21231,12830,34061
14949,27,State - MAHARASHTRA,Urban,19,Preprimary,16641,11202,27843
14950,27,State - MAHARASHTRA,Urban,20-24,Preprimary,97545,75278,172823
14951,27,State - MAHARASHTRA,Urban,25-29,Preprimary,98312,95577,193889
14952,27,State - MAHARASHTRA,Urban,30-34,Preprimary,97674,109765,207439
14953,27,State - MAHARASHTRA,Urban,35-39,Preprimary,108521,134409,242930
14954,27,State - MAHARASHTRA,Urban,40-44,Preprimary,118952,138496,257448
14955,27,State - MAHARASHTRA,Urban,45-49,Preprimary,116862,135449,252311
14956,27,State - MAHARASHTRA,Urban,50-54,Preprimary,99022,112899,211921
14957,27,State - MAHARASHTRA,Urban,55-59,Preprimary,71831,92379,164210
14958,27,State - MAHARASHTRA,Urban,60-64,Preprimary,70966,92857,163823
14959,27,State - MAHARASHTRA,Urban,65-69,Preprimary,62800,79532,142332
14960,27,State - MAHARASHTRA,Urban,70-74,Preprimary,49804,53165,102969
14961,27,State - MAHARASHTRA,Urban,75-79,Preprimary,28543,32324,60867
14962,27,State - MAHARASHTRA,Urban,80+,Preprimary,30015,33802,63817
14963,27,State - MAHARASHTRA,Urban,Age not stated,Preprimary,9217,8843,18060
14964,28,State - ANDHRA PRADESH,Total,All ages,Preprimary,3884076,3553443,7437519
14965,28,State - ANDHRA PRADESH,Total,0-6,Preprimary,0,0,0
14966,28,State - ANDHRA PRADESH,Total,7,Preprimary,538506,508812,1047318
14967,28,State - ANDHRA PRADESH,Total,8,Preprimary,655893,623856,1279749
14968,28,State - ANDHRA PRADESH,Total,9,Preprimary,572151,530824,1102975
14969,28,State - ANDHRA PRADESH,Total,10,Preprimary,441422,369728,811150
14970,28,State - ANDHRA PRADESH,Total,11,Preprimary,176421,132641,309062
14971,28,State - ANDHRA PRADESH,Total,12,Preprimary,78811,55195,134006
14972,28,State - ANDHRA PRADESH,Total,13,Preprimary,31940,24824,56764
14973,28,State - ANDHRA PRADESH,Total,14,Preprimary,20388,18377,38765
14974,28,State - ANDHRA PRADESH,Total,15,Preprimary,20423,18468,38891
14975,28,State - ANDHRA PRADESH,Total,16,Preprimary,18667,16885,35552
14976,28,State - ANDHRA PRADESH,Total,17,Preprimary,16528,14294,30822
14977,28,State - ANDHRA PRADESH,Total,18,Preprimary,24058,24712,48770
14978,28,State - ANDHRA PRADESH,Total,19,Preprimary,17961,19812,37773
14979,28,State - ANDHRA PRADESH,Total,20-24,Preprimary,112829,135458,248287
14980,28,State - ANDHRA PRADESH,Total,25-29,Preprimary,133768,174745,308513
14981,28,State - ANDHRA PRADESH,Total,30-34,Preprimary,135107,159189,294296
14982,28,State - ANDHRA PRADESH,Total,35-39,Preprimary,148421,160956,309377
14983,28,State - ANDHRA PRADESH,Total,40-44,Preprimary,141482,121572,263054
14984,28,State - ANDHRA PRADESH,Total,45-49,Preprimary,132200,106230,238430
14985,28,State - ANDHRA PRADESH,Total,50-54,Preprimary,104755,78249,183004
14986,28,State - ANDHRA PRADESH,Total,55-59,Preprimary,76055,66643,142698
14987,28,State - ANDHRA PRADESH,Total,60-64,Preprimary,89117,66368,155485
14988,28,State - ANDHRA PRADESH,Total,65-69,Preprimary,69745,42869,112614
14989,28,State - ANDHRA PRADESH,Total,70-74,Preprimary,48518,24743,73261
14990,28,State - ANDHRA PRADESH,Total,75-79,Preprimary,22588,12458,35046
14991,28,State - ANDHRA PRADESH,Total,80+,Preprimary,23049,14453,37502
14992,28,State - ANDHRA PRADESH,Total,Age not stated,Preprimary,33273,31082,64355
14993,28,State - ANDHRA PRADESH,Rural,All ages,Preprimary,2791703,2492735,5284438
14994,28,State - ANDHRA PRADESH,Rural,0-6,Preprimary,0,0,0
14995,28,State - ANDHRA PRADESH,Rural,7,Preprimary,355988,337260,693248
14996,28,State - ANDHRA PRADESH,Rural,8,Preprimary,449476,428348,877824
14997,28,State - ANDHRA PRADESH,Rural,9,Preprimary,393976,367820,761796
14998,28,State - ANDHRA PRADESH,Rural,10,Preprimary,304434,255469,559903
14999,28,State - ANDHRA PRADESH,Rural,11,Preprimary,120397,90503,210900
15000,28,State - ANDHRA PRADESH,Rural,12,Preprimary,55081,39381,94462
15001,28,State - ANDHRA PRADESH,Rural,13,Preprimary,21832,17766,39598
15002,28,State - ANDHRA PRADESH,Rural,14,Preprimary,14283,13624,27907
15003,28,State - ANDHRA PRADESH,Rural,15,Preprimary,14759,14189,28948
15004,28,State - ANDHRA PRADESH,Rural,16,Preprimary,13665,12971,26636
15005,28,State - ANDHRA PRADESH,Rural,17,Preprimary,11575,10495,22070
15006,28,State - ANDHRA PRADESH,Rural,18,Preprimary,18110,19508,37618
15007,28,State - ANDHRA PRADESH,Rural,19,Preprimary,13237,15107,28344
15008,28,State - ANDHRA PRADESH,Rural,20-24,Preprimary,86829,105641,192470
15009,28,State - ANDHRA PRADESH,Rural,25-29,Preprimary,106192,136763,242955
15010,28,State - ANDHRA PRADESH,Rural,30-34,Preprimary,109121,124231,233352
15011,28,State - ANDHRA PRADESH,Rural,35-39,Preprimary,119742,122081,241823
15012,28,State - ANDHRA PRADESH,Rural,40-44,Preprimary,113966,88467,202433
15013,28,State - ANDHRA PRADESH,Rural,45-49,Preprimary,105098,74367,179465
15014,28,State - ANDHRA PRADESH,Rural,50-54,Preprimary,82491,53013,135504
15015,28,State - ANDHRA PRADESH,Rural,55-59,Preprimary,59663,45323,104986
15016,28,State - ANDHRA PRADESH,Rural,60-64,Preprimary,71480,44929,116409
15017,28,State - ANDHRA PRADESH,Rural,65-69,Preprimary,56900,27897,84797
15018,28,State - ANDHRA PRADESH,Rural,70-74,Preprimary,39337,15155,54492
15019,28,State - ANDHRA PRADESH,Rural,75-79,Preprimary,17850,7108,24958
15020,28,State - ANDHRA PRADESH,Rural,80+,Preprimary,17644,8225,25869
15021,28,State - ANDHRA PRADESH,Rural,Age not stated,Preprimary,18577,17094,35671
15022,28,State - ANDHRA PRADESH,Urban,All ages,Preprimary,1092373,1060708,2153081
15023,28,State - ANDHRA PRADESH,Urban,0-6,Preprimary,0,0,0
15024,28,State - ANDHRA PRADESH,Urban,7,Preprimary,182518,171552,354070
15025,28,State - ANDHRA PRADESH,Urban,8,Preprimary,206417,195508,401925
15026,28,State - ANDHRA PRADESH,Urban,9,Preprimary,178175,163004,341179
15027,28,State - ANDHRA PRADESH,Urban,10,Preprimary,136988,114259,251247
